Name,Team,Position.X,Position.Y,Position.Z,ActiveWeapon,HP,Armour,Velocity.X,Velocity.Y,Velocity.Z,IsDucking,HasHelmet,HasDefuseKit,ViewDirectionX,ViewDirectionY,Map = de_inferno
SK|Honak <ROQUE>,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
SK|Honak <ROQUE>,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,342.7734,355.7813
SK|Honak <ROQUE>,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,342.7734,355.7813
SK|Honak <ROQUE>,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,342.7734,355.7813
SK|Honak <ROQUE>,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,342.7734,355.7813
SK|Honak <ROQUE>,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,342.7734,355.7813
SK|Honak <ROQUE>,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,342.7734,355.7813
SK|Honak <ROQUE>,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
SK|Honak <ROQUE>,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
SK|Honak <ROQUE>,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
SK|Honak <ROQUE>,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
SK|Honak <ROQUE>,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
SK|Honak <ROQUE>,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
SK|Honak <ROQUE>,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
SK|Honak <ROQUE>,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
SK|Honak <ROQUE>,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
SK|Honak <ROQUE>,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
SK|Honak <ROQUE>,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
SK|Honak <ROQUE>,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
SK|Honak <ROQUE>,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
SK|Honak <ROQUE>,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
