Name,Team,Position.X,Position.Y,Position.Z,ActiveWeapon,HP,Armour,Velocity.X,Velocity.Y,Velocity.Z,IsDucking,HasHelmet,HasDefuseKit,ViewDirectionX,ViewDirectionY,Map = de_inferno
kiobaNgy /W/ * ZOWIE,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,357.1875,357.1875
kiobaNgy /W/ * ZOWIE,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,357.1875,357.1875
kiobaNgy /W/ * ZOWIE,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,357.1875,357.1875
kiobaNgy /W/ * ZOWIE,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,357.1875,357.1875
kiobaNgy /W/ * ZOWIE,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
kiobaNgy /W/ * ZOWIE,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
kiobaNgy /W/ * ZOWIE,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
kiobaNgy /W/ * ZOWIE,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
kiobaNgy /W/ * ZOWIE,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
kiobaNgy /W/ * ZOWIE,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
kiobaNgy /W/ * ZOWIE,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
kiobaNgy /W/ * ZOWIE,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
kiobaNgy /W/ * ZOWIE,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
kiobaNgy /W/ * ZOWIE,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
kiobaNgy /W/ * ZOWIE,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
kiobaNgy /W/ * ZOWIE,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
kiobaNgy /W/ * ZOWIE,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
kiobaNgy /W/ * ZOWIE,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
kiobaNgy /W/ * ZOWIE,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
kiobaNgy /W/ * ZOWIE,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
kiobaNgy /W/ * ZOWIE,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
kiobaNgy /W/ * ZOWIE,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
kiobaNgy /W/ * ZOWIE,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
kiobaNgy /W/ * ZOWIE,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
kiobaNgy /W/ * ZOWIE,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
kiobaNgy /W/ * ZOWIE,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
kiobaNgy /W/ * ZOWIE,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
kiobaNgy /W/ * ZOWIE,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
kiobaNgy /W/ * ZOWIE,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
kiobaNgy /W/ * ZOWIE,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
kiobaNgy /W/ * ZOWIE,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
kiobaNgy /W/ * ZOWIE,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
kiobaNgy /W/ * ZOWIE,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
kiobaNgy /W/ * ZOWIE,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
kiobaNgy /W/ * ZOWIE,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
kiobaNgy /W/ * ZOWIE,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
kiobaNgy /W/ * ZOWIE,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
kiobaNgy /W/ * ZOWIE,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
kiobaNgy /W/ * ZOWIE,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
kiobaNgy /W/ * ZOWIE,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
kiobaNgy /W/ * ZOWIE,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
kiobaNgy /W/ * ZOWIE,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
kiobaNgy /W/ * ZOWIE,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
kiobaNgy /W/ * ZOWIE,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
kiobaNgy /W/ * ZOWIE,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
kiobaNgy /W/ * ZOWIE,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
kiobaNgy /W/ * ZOWIE,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
kiobaNgy /W/ * ZOWIE,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
kiobaNgy /W/ * ZOWIE,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
kiobaNgy /W/ * ZOWIE,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
