Name,Team,Position.X,Position.Y,Position.Z,ActiveWeapon,HP,Armour,Velocity.X,Velocity.Y,Velocity.Z,IsDucking,HasHelmet,HasDefuseKit,ViewDirectionX,ViewDirectionY,Map = de_inferno
ANGE1YL,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,15.11719,10.54688
ANGE1YL,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,15.11719,10.54688
ANGE1YL,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,15.11719,10.54688
ANGE1YL,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,15.11719,10.54688
ANGE1YL,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,15.11719,10.54688
ANGE1YL,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,15.11719,10.54688
ANGE1YL,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,15.11719,10.54688
ANGE1YL,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,15.11719,10.54688
ANGE1YL,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
ANGE1YL,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
ANGE1YL,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
ANGE1YL,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
ANGE1YL,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
ANGE1YL,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
ANGE1YL,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
ANGE1YL,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
ANGE1YL,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
ANGE1YL,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
ANGE1YL,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
ANGE1YL,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
